,tickers,company overview
2473,124560,"동사는 1996년 1월에 설립되어 국제물류주선업을 영업목적으로 하고 있음. 3개월에서 6개월 단위로 화주와 운임계약을 체결하고, 국내외 메이저선사로부터 운임견적을 받아 운송업체를 선정하는 등 글로벌 해외 네트워크를 구축하여 종합물류 서비스를 제공하고, 안정적인 수익을 창출함. 20여년간 대기업 고객사들을 주요 매출처로 확보함. 주요 매입처는 해상의 경우 선사, 내륙의 경우 철도사 등이며, 특수관계인 회사는 없음."
2474,191420,"동사는 세계 최고 수준의 세포배양기술을 기반으로 세포치료제의 개발 및 생산을 주요 목적 사업으로 하며, 세포치료제의 개발 컨설팅 및 위탁생산과 품질관리 서비스를 제공하고 있음. 동사는 3차원 피부 모델을 신약 발굴과 효능 검증에 활용하며, 인공피부 제작으로 기술을 확장하고 있음. 주요 목적 사업인 세포 치료제는 질환에 대한 근본적인 치료 방법을 제시 한다는 점에서 기존 의약품 대비 차별적인 대안으로 주목 받는 중임."
2475,073640,"동사는 1993년 설립되어 유압용 관이음쇠를 제조하고 있음. 사업부분은 피팅/유압부문, 리튬관련사업부문으로 구분되며, 종속회사인 (주)신안리튬을 통한 리튬생산사업과 소켓게이밍㈜을 통한 가상자산 플랫폼 사업을 영위하고 있음. 건설중장비, 산업차량, 군장비, 농업용 기계 등에 사용되는 고압용 유압 관이음쇠를 생산하고 있으며 주요 거래처로는 볼보그룹코리아, 현대두산인프라코어, 현대건설기계 등이 있음."
2476,066700,"동사는 1990년 설립되어 2004년 코스닥 시장에 상장되었으며, 2010년 이텍스제약과 합병하여 현재의 사명으로 변경함. 완제 의약품 제조 및 판매와 유전체 서열분석 서비스를 주요 사업으로 영위하고 있으며 헬스케어 사업부문에서 부외의약품 유통 사업을 수행하고 있음. 유전체 분석 서비스의 중국 시장 확대를 위해 해외 법인을 설립하여 글로벌 사업을 추진하고 있음."
2477,095610,"동사는 반도체 제조에 필요한 전공정 장비(PECVD, LPCVD, Gas Phase Etch&Cleaning 등)의 제조를 주된 사업으로 영위함. 2013년 반도체 전공정 장비인 LPCVD와 PECVD의 양산에 성공하였고, 비정질탄소막을 증착하여 신규 PECVD는 반도체 3D NAND 공정에 적용함. 주요 매출 구성은 반도체 장비(PECVD,GPE)와 디스플레이 장비(UVC LED 장비 등)으로 79.04% 이루어짐."
2478,064520,"동사는 1998년 설립된 메모리 반도체 후공정 제조 전문 업체로 Storage SIP 사업을 영위하고 있음. 초창기 삼성전자에 SmartMedia Card 제품을 공급하기 시작하면서 플래시메모리카드 사업을 시작하였으며, 현재는 메모리카드 전종류의 제품을 양산 및 공급하고 있음. 각 사업분야가 가지고 있는 강점을 활용한 시너지 효과를 통하여 고부가가치의 신제품을 개발할 수 있는 역량을 지니고 있음."
2479,089030,"동사는 2002년 설립되어 반도체 테스트 검사 장비를 개발 및 출시하였으며 2011년 코스닥에 상장하였음. 동사는 Probe Station, HBM Handler, Memory 및 SOC Test Handler 등 반도체 전 분야의 검사장비 개발 및 제조에 세계적인 경쟁력을 보유하고 있음. 동사는 SK하이닉스, Micron, Kioxia, Intel, Infineon 등 유수의 글로벌 반도체 회사들에게 장비를 공급하고 있음."
2480,054450,"동사는 팹리스 반도체 기업으로 Video Codec IP개발 및 라이센싱을 주요사업으로 하는 칩스앤미디어를 계열회사로 두고 있음. 동사의 제품은 주로 인텔리전트 오토모티브 솔루션에 적용됨. 그 외 차량내 오디오, 기타 전자 장비의 멀티미디어칩, 모바일 TV 수신칩, Connectivity 모듈을 공급하고 있음. 동사는 해외시장 확대를 위해 홍콩, 미국, 중국에 현지법인을 각각 100% 출자 설립하여 운영하고 있음."
2481,200230,"동사는 1999년 1월 8일에 설립되어 2014년 11월 24일에 코스닥시장에 상장함. 동사는 RF사업의 경우 기타 무선 통신장비제조에 쓰이는 커넥터와 케이블 어셈블리 등의 제조를 주요 사업으로 영위하고 있음. 제약 부문에서는 액제 KGMP(우수의약품 제조 및 품질관리 기준) 생산시설을 보유해 액상 제형의 제품과 타정, 환제, 캅셀 등의 다양한 제형의 제품 생산이 가능함."
2482,393210,"동사는 2000년 소프트웨어 개발 및 공급업을 주사업으로 설립되어 UI/UX솔루션 개발플랫폼 연구 개발 및 공급 사업을 영위하고 있음. 대학사업 분야에서 독보적인 위치를 차지하고 있으며, 공공·기업·금융·제조 사업 분야에서도 고객에게 부합하는 새로운 가치를 창출하는 솔루션 전문기업으로 성장하고 있음. 신성장 동력을 위해 디지털헬스케어 서비스를 추진하며 국내외 디지털헬스케어 전문기업으로 거듭나고자 하고 있음."
2483,475960,"동사는 2015년 8월에 설립되었으며, 생명과학 연구 및 진단 분야에 솔루션을 제공하는 기술 기반 기업임. 동사의 핵심기술인 홀로토모그래피는 빛의 회절을 이용해 세포와 조직의 3차원 영상을 염색이나 표지 없이 정밀하게 획득할 수 있는 비침습적인 이미징 기법임. 생명과학 분야에서 기존의 2D 이미징 기술의 한계를 극복하고, 새로운 연구 및 진단 방법론의 개발을 가능하게 함으로써, 광범위한 응용 분야에서 필요성과 성장성을 갖춤."
2484,215480,"동사는 국내 아동 신발시장에 국내 최초 프리미엄 유아동 슈즈 셀렉숍 개념을 도입하여 해외 유명 브랜드 제품 유통 및 자사 브랜드 제품을 판매하고 있는 기업임. 기획, 디자인, 생산, 유통을 잇는 Total Value Chain을 구축하고 있으며 약 30여 개의 프리미엄 키즈 브랜드를 국내외 판권자와 독점 및 홀세일(도매)계약을 체결하여 판매를 영위하는 기업임. 유아동 화장품과 더불어 액세사리 제품군, 유아동 장난감 등으로 확대."
2485,051360,"1998년 9월 8일에 설립되었으며, 전기 전자제품 제조, 도소매업, 기술용역업 및 서비스업 등의 사업을 영위할 목적으로 설립되었음. 주력제품은 카지노 Gaming, Public Information Display 기기 등에 사용되는 산업용 모니터와 전장용디스플레이 및 휴대폰, Tablet PC 등에 사용되는 TFT-LCD 모듈 등이 있음. LG디스플레이, 현대모비스, Denso 등 글로벌 전장업체를 주 고객으로 하고 있음."
2486,045340,"동사는 해운 항만 물류 산업분야의 솔루션을 제공하는 소프트웨어 개발업 등을 영위할 목적으로 1988년 11월 1일에 설립되었음. 해운, 항만물류 산업분야의의 소프트웨어 개발 및 판매를 주사업으로 영위하고 있음. 해운, 항만 물류군의 매출은 매출액의 약 90% 이상을 차지하고 있음. 대표 제품인 컨테이너 터미널 운영시스템(CATOS)는 주로 컨테이너터미널 운영사나 다국적 선사 등에 판매되고 있음."
2487,108230,"동사는 1992년 설립되어, 30년 경험의 FA system 제작을 통해 축적된 노하우와 설계기술 활용하며 지속적인 연구와 개발을 진행하고 있음. 단기간 내에 많은 설비 공급을 요구하는 고객에 맞춘 생산능력을 확보하고 있음. FA와 관련된 전체 사업군을 B(Battery), M(Mobility), S(Smart)로 재개편하고, 각 분야에 필요한 자동화 공정설비 및 System을 공급함."
2488,079970,"동사는 2000년 7월 1일 시스템 소프트웨어 개발 및 공급업 등을 주 영업목적으로설립되었으며, 2010년 6월 1일 코스닥시장에 상장되었음. 자바스크립트 및 HTML5 기반의 개발 프레임워크 넥사크로플랫폼을 기반으로 한국, 중국, 일본의 시장을 공략하고 있음. 당사는 2000년 7월 1일 시스템 소프트웨어 개발 및 공급업 등을 주 영업목적으로설립되었으며, 2010년 6월 1일 코스닥시장에 상장"
2489,199800,"동사는 유전자교정 플랫폼 관련 사업을 영위하기 위해 1999년 10월 8일 설립되었고, 2021년 12월 10일 코넥스 시장에서 코스닥 시장으로 이전상장하였음. 유전자교정 플랫폼 기술의 원천특허를 기반으로 특허수익화 사업 및 유전자교정 기술을 적용한 치료제 및 동식물 관련 제품에 대한 연구개발을 진행하고 있음. 유전자교정을 가능하게 하는 핵심적 도구인 유전자가위의 발명과 세계적 수준의 기술 발전을 지속적으로 선도해왔음."
2490,417790,"동사는 2005년 2월에 설립된 영상감시 솔루션 전문 기업임. 최초의 영상감시시스템은 독일에서 군사용 용도로 사용되었으며, 공공안전 시스템으로의 사용은 뉴욕 지자체 건물에 CCTV가 설치되면서 시작됨. 동사의 사업 분야는 크게 디지털 영상감시시스템 사업과 IoT사업으로 나뉘며, 주요 상품으로는 IP 카메라, IoT기기, 영상 스트리밍 솔루션 등이 있음. 2023년 5월 17일 코스닥시장에 신규상장함."
2491,290090,"2010년 1월 설립되어 머신비전 검사 및 딥러닝 알고리즘 기술을 기반으로 하는 AI검사기를 연구 개발 및 판매하고 있음. 다양한 산업의 제조 공정과 재질별 광학특성에 대한 이해 및 AI 딥러닝 비전 기술을 기반으로 공정자동화 솔루션을 제공하는 벤처기업임. 반도체, 디스플레이, 2차전지, 자동차, 식음료 및 바이오 등의 다양한 분야에서 고객사의 공정 자동화 구축을 위한 소프트웨어 및 하드웨어를 커스터마이징하여 제공하고 있음."
2492,026150,"1971년 5월 31일에 설립되었으며, 1997년 8월 코스닥시장에 주식을 상장하였음. 철도 및 도로 지하횡단구조물 비개착시공, 대구경 교량기초시공, 쉴드 터널, 터널 및 일반토목 시공과 환경설비 등 산업플랜트 제작등을 하고 있음. BG장비를 도입하여 서해대교, 광안대교, 인천대교 등의 고난이도 교량기초를 시공했고 이후 쉴드장비를 지속적으로 도입해 한강하저터널 및 세계 최초 S-Curve구간인 서초전력구를 성공적으로 시공함."
2493,464280,"2002년 11월 11일에 설립된 동사는 주식회사 티디에스팜""이며, 영문으로는 ""TDS PHARM Co., Ltd.""라 표기함. 약물전달시스템분야 중에서 고성장 사업분야로 자리매김하고 있는 경피 약물전달시스템의 개발 및 제조를 주요 사업으로 영위하고 있음. 설립 이후 경피 약물전달시스템(TDDS) 중 카타플라스마(Cataplasma, 습포제) 개발 및 생산에 집중함으로써 해당 시장에서 국내 독보적인 위치를 확보하였음."
2494,322180,"동사는 스마트 팩토리 구축에 필요한 SCM, MES 및 설비 자동화 소프트웨어를 공급하고 있음. 동사는 삼성전자, SK하이닉스, 삼성디스플레이, LG화학, 한화큐셀, 현대모비스, 한화테크윈 등 다양한 산업군의 국내 대기업들을 고객으로 확보하고 있음. 동사의 매출 구성은 S/F (SmartFactory) 45.1%, 상품매출 26.0%, SCM 13.5% 등으로 이루어져 있음."
2495,117730,"동사는 2004년 설립 이후 구축한 글로벌 진공로봇 전문기업에서, 자율주행과 의료재활 분야에 대비한 종합로봇기업으로 변화 중. 주요 사업으로는 글로벌 FPD/Semi제조사 및 장비사를 고객으로 확보한 진공로봇 부문과 4차산업혁명을 대비한 스마트팩토리 및 자율주행로봇 부문으로 나뉨. 특히 자율주행로봇 부문은 자체 개발한 자율주행로봇과 일본 ZMP 협력으로 확보한 자율주행솔루션으로 시장을 공략 중임."
2496,033830,"1994년 10월 7일 설립, 정부의 지역민영TV방송 신설계획에 따라 대구지역 민영방송사업자로 선정되어 이듬해인 1995년 5월 14일 개국하였음. 1997년 12월에 라디오(FM)방송 개국, 2000년 12월에는 시청권역 광역화를 완성하여 대구광역시와 경상북도 전체를 아우르는 지상파 방송권역을 확보하였음. 안정적인 방송프로그램과 광고수입 확보를 위해 서울, 경기지역 지상파 방송사업자인 SBS와 네트워크 협정을 맺고 있음."
2497,057680,"동사는 1998년 설립되어 현재 모바일 쿠폰, 정보보호/보안 사업, ITO 사업을 주요 사업부문으로 영위하고 있음. 정보보호/보안부문에서 다수의 금융기관, 공공기관, 기업고객을 대상으로 자체 개발한 개인정보 탐지/차단 솔루션 및 제품에 대해 판매, 구축, 유지관리를 제공하고 있음. 모바일쿠폰사업부문에서는 기업 고객을 대상으로 하는 B2B 사업과 오픈 마켓을 활용하는 B2C 사업을 병행하고 있음."
